,segmentation,area,iscrowd,image_id,bbox,category_id,id,ignore
1452,"[[119, 222, 119, 265, 135, 265, 135, 222]]",688,0,1902,"[119, 222, 16, 43]",15,1453,0
1453,"[[103, 225, 103, 266, 119, 266, 119, 225]]",656,0,1902,"[103, 225, 16, 41]",15,1454,0
1454,"[[80, 218, 80, 263, 100, 263, 100, 218]]",900,0,1902,"[80, 218, 20, 45]",15,1455,0
1455,"[[92, 141, 92, 333, 358, 333, 358, 141]]",51072,0,1903,"[92, 141, 266, 192]",14,1456,0
1456,"[[289, 147, 289, 177, 351, 177, 351, 147]]",1860,0,1903,"[289, 147, 62, 30]",2,1457,0
1457,"[[103, 73, 103, 310, 258, 310, 258, 73]]",36735,0,1903,"[103, 73, 155, 237]",15,1458,0
1458,"[[370, 106, 370, 284, 470, 284, 470, 106]]",17800,0,1904,"[370, 106, 100, 178]",15,1459,0
1459,"[[200, 113, 200, 335, 422, 335, 422, 113]]",49284,0,1904,"[200, 113, 222, 222]",15,1460,0
1460,"[[129, 116, 129, 246, 210, 246, 210, 116]]",10530,0,1904,"[129, 116, 81, 130]",15,1461,0
1461,"[[39, 125, 39, 236, 132, 236, 132, 125]]",10323,0,1904,"[39, 125, 93, 111]",15,1462,0
1462,"[[0, 54, 0, 285, 55, 285, 55, 54]]",12705,0,1904,"[0, 54, 55, 231]",15,1463,0
1463,"[[198, 68, 198, 335, 391, 335, 391, 68]]",51531,0,1904,"[198, 68, 193, 267]",15,1464,0
1464,"[[102, 146, 102, 272, 393, 272, 393, 146]]",36666,0,1906,"[102, 146, 291, 126]",8,1465,0
1465,"[[212, 176, 212, 232, 267, 232, 267, 176]]",3080,0,1915,"[212, 176, 55, 56]",3,1466,1
1466,"[[21, 219, 21, 265, 87, 265, 87, 219]]",3036,0,1915,"[21, 219, 66, 46]",3,1467,0
1467,"[[64, 74, 64, 269, 470, 269, 470, 74]]",79170,0,1922,"[64, 74, 406, 195]",1,1468,0
1468,"[[6, 81, 6, 419, 404, 419, 404, 81]]",134524,0,1928,"[6, 81, 398, 338]",14,1469,0
1469,"[[334, 112, 334, 181, 390, 181, 390, 112]]",3864,0,1930,"[334, 112, 56, 69]",19,1470,0
1470,"[[78, 72, 78, 203, 217, 203, 217, 72]]",18209,0,1930,"[78, 72, 139, 131]",19,1471,0
1471,"[[219, 125, 219, 327, 314, 327, 314, 125]]",19190,0,1930,"[219, 125, 95, 202]",15,1472,0
1472,"[[10, 210, 10, 433, 332, 433, 332, 210]]",71806,0,1937,"[10, 210, 322, 223]",7,1473,0
1473,"[[2, 2, 2, 375, 500, 375, 500, 2]]",185754,0,1938,"[2, 2, 498, 373]",15,1474,0
1474,"[[117, 45, 117, 310, 500, 310, 500, 45]]",101495,0,1941,"[117, 45, 383, 265]",14,1475,0
1475,"[[290, 1, 290, 272, 472, 272, 472, 1]]",49322,0,1941,"[290, 1, 182, 271]",15,1476,0
1476,"[[68, 107, 68, 331, 238, 331, 238, 107]]",38080,0,1945,"[68, 107, 170, 224]",15,1477,0
1477,"[[92, 160, 92, 477, 221, 477, 221, 160]]",40893,0,1945,"[92, 160, 129, 317]",13,1478,0
1478,"[[152, 239, 152, 291, 170, 291, 170, 239]]",936,0,1950,"[152, 239, 18, 52]",15,1479,0
1479,"[[334, 343, 334, 375, 354, 375, 354, 343]]",640,0,1950,"[334, 343, 20, 32]",15,1480,0
1480,"[[186, 339, 186, 375, 209, 375, 209, 339]]",828,0,1950,"[186, 339, 23, 36]",15,1481,0
1481,"[[156, 338, 156, 375, 176, 375, 176, 338]]",740,0,1950,"[156, 338, 20, 37]",15,1482,0
1482,"[[145, 333, 145, 375, 171, 375, 171, 333]]",1092,0,1950,"[145, 333, 26, 42]",15,1483,1
1483,"[[1, 357, 1, 375, 100, 375, 100, 357]]",1782,0,1950,"[1, 357, 99, 18]",7,1484,1
1484,"[[25, 25, 25, 372, 475, 372, 475, 25]]",156150,0,1952,"[25, 25, 450, 347]",3,1485,0
1485,"[[17, 53, 17, 194, 166, 194, 166, 53]]",21009,0,1954,"[17, 53, 149, 141]",7,1486,0
1486,"[[0, 36, 0, 372, 82, 372, 82, 36]]",27552,0,1954,"[0, 36, 82, 336]",7,1487,0
1487,"[[117, 118, 117, 251, 337, 251, 337, 118]]",29260,0,1954,"[117, 118, 220, 133]",7,1488,0
1488,"[[374, 161, 374, 375, 500, 375, 500, 161]]",26964,0,1954,"[374, 161, 126, 214]",7,1489,1
1489,"[[107, 137, 107, 332, 264, 332, 264, 137]]",30615,0,1960,"[107, 137, 157, 195]",13,1490,0
1490,"[[156, 82, 156, 310, 337, 310, 337, 82]]",41268,0,1963,"[156, 82, 181, 228]",15,1491,0
1491,"[[0, 102, 0, 337, 98, 337, 98, 102]]",23030,0,1963,"[0, 102, 98, 235]",15,1492,0
1492,"[[245, 237, 245, 344, 276, 344, 276, 237]]",3317,0,1963,"[245, 237, 31, 107]",5,1493,0
1493,"[[9, 247, 9, 355, 40, 355, 40, 247]]",3348,0,1963,"[9, 247, 31, 108]",5,1494,0
1494,"[[242, 128, 242, 236, 272, 236, 272, 128]]",3240,0,1963,"[242, 128, 30, 108]",5,1495,0
1495,"[[241, 18, 241, 124, 272, 124, 272, 18]]",3286,0,1963,"[241, 18, 31, 106]",5,1496,0
1496,"[[4, 282, 4, 375, 499, 375, 499, 282]]",46035,0,1963,"[4, 282, 495, 93]",11,1497,0
1497,"[[81, 233, 81, 325, 203, 325, 203, 233]]",11224,0,1963,"[81, 233, 122, 92]",11,1498,1
1498,"[[91, 195, 91, 319, 171, 319, 171, 195]]",9920,0,1963,"[91, 195, 80, 124]",9,1499,1
1499,"[[138, 70, 138, 266, 499, 266, 499, 70]]",70756,0,1971,"[138, 70, 361, 196]",8,1500,0
1500,"[[0, 26, 0, 220, 111, 220, 111, 26]]",21534,0,1971,"[0, 26, 111, 194]",9,1501,1
1501,"[[179, 47, 179, 234, 481, 234, 481, 47]]",56474,0,1977,"[179, 47, 302, 187]",15,1502,0
1502,"[[138, 150, 138, 321, 210, 321, 210, 150]]",12312,0,1978,"[138, 150, 72, 171]",15,1503,0
1503,"[[354, 129, 354, 315, 411, 315, 411, 129]]",10602,0,1978,"[354, 129, 57, 186]",15,1504,0
1504,"[[133, 193, 133, 268, 166, 268, 166, 193]]",2475,0,1978,"[133, 193, 33, 75]",9,1505,0
1505,"[[217, 51, 217, 375, 500, 375, 500, 51]]",91692,0,1980,"[217, 51, 283, 324]",15,1506,0
1506,"[[163, 17, 163, 375, 500, 375, 500, 17]]",120646,0,1980,"[163, 17, 337, 358]",15,1507,0
1507,"[[127, 46, 127, 254, 500, 254, 500, 46]]",77584,0,1980,"[127, 46, 373, 208]",7,1508,1
1508,"[[16, 180, 16, 267, 135, 267, 135, 180]]",10353,0,1980,"[16, 180, 119, 87]",7,1509,0
1509,"[[35, 0, 35, 273, 329, 273, 329, 0]]",80262,0,1981,"[35, 0, 294, 273]",8,1510,0
1510,"[[80, 91, 80, 486, 238, 486, 238, 91]]",62410,0,1985,"[80, 91, 158, 395]",12,1511,0
1511,"[[418, 202, 418, 246, 433, 246, 433, 202]]",660,0,1989,"[418, 202, 15, 44]",15,1512,0
1512,"[[429, 204, 429, 249, 454, 249, 454, 204]]",1125,0,1989,"[429, 204, 25, 45]",15,1513,1
1513,"[[23, 215, 23, 263, 44, 263, 44, 215]]",1008,0,1989,"[23, 215, 21, 48]",15,1514,0
1514,"[[0, 214, 0, 319, 19, 319, 19, 214]]",1995,0,1989,"[0, 214, 19, 105]",15,1515,0
1515,"[[65, 93, 65, 375, 445, 375, 445, 93]]",107160,0,1989,"[65, 93, 380, 282]",15,1516,0
1516,"[[91, 34, 91, 250, 281, 250, 281, 34]]",41040,0,1995,"[91, 34, 190, 216]",9,1517,0
1517,"[[390, 73, 390, 153, 460, 153, 460, 73]]",5600,0,1999,"[390, 73, 70, 80]",9,1518,0
1518,"[[83, 53, 83, 375, 262, 375, 262, 53]]",57638,0,1999,"[83, 53, 179, 322]",15,1519,0
1519,"[[173, 86, 173, 165, 234, 165, 234, 86]]",4819,0,1999,"[173, 86, 61, 79]",9,1520,0
1520,"[[279, 70, 279, 90, 312, 90, 312, 70]]",660,0,2001,"[279, 70, 33, 20]",1,1521,0
1521,"[[169, 109, 169, 128, 206, 128, 206, 109]]",703,0,2001,"[169, 109, 37, 19]",1,1522,0
1522,"[[182, 189, 182, 204, 216, 204, 216, 189]]",510,0,2001,"[182, 189, 34, 15]",1,1523,0
1523,"[[188, 205, 188, 221, 223, 221, 223, 205]]",560,0,2001,"[188, 205, 35, 16]",1,1524,0
1524,"[[248, 189, 248, 204, 283, 204, 283, 189]]",525,0,2001,"[248, 189, 35, 15]",1,1525,0
1525,"[[23, 162, 23, 265, 97, 265, 97, 162]]",7622,0,2002,"[23, 162, 74, 103]",9,1526,0
1526,"[[36, 110, 36, 275, 190, 275, 190, 110]]",25410,0,2004,"[36, 110, 154, 165]",20,1527,0
1527,"[[203, 156, 203, 301, 322, 301, 322, 156]]",17255,0,2004,"[203, 156, 119, 145]",20,1528,0
1528,"[[4, 278, 4, 419, 103, 419, 103, 278]]",13959,0,2004,"[4, 278, 99, 141]",20,1529,0
1529,"[[0, 2, 0, 375, 475, 375, 475, 2]]",177175,0,2006,"[0, 2, 475, 373]",8,1530,0
1530,"[[134, 127, 134, 255, 167, 255, 167, 127]]",4224,0,2012,"[134, 127, 33, 128]",15,1531,0
1531,"[[155, 117, 155, 245, 195, 245, 195, 117]]",5120,0,2012,"[155, 117, 40, 128]",15,1532,0
1532,"[[7, 88, 7, 310, 124, 310, 124, 88]]",25974,0,2015,"[7, 88, 117, 222]",16,1533,0
1533,"[[59, 24, 59, 292, 252, 292, 252, 24]]",51724,0,2015,"[59, 24, 193, 268]",16,1534,0
1534,"[[136, 91, 136, 352, 281, 352, 281, 91]]",37845,0,2015,"[136, 91, 145, 261]",16,1535,0
1535,"[[310, 2, 310, 331, 500, 331, 500, 2]]",62510,0,2015,"[310, 2, 190, 329]",16,1536,0
1536,"[[246, 2, 246, 294, 395, 294, 395, 2]]",43508,0,2015,"[246, 2, 149, 292]",16,1537,0
1537,"[[34, 79, 34, 305, 418, 305, 418, 79]]",86784,0,2020,"[34, 79, 384, 226]",3,1538,0
1538,"[[203, 296, 203, 500, 332, 500, 332, 296]]",26316,0,2025,"[203, 296, 129, 204]",9,1539,0
1539,"[[265, 275, 265, 333, 338, 333, 338, 275]]",4234,0,2025,"[265, 275, 73, 58]",9,1540,1
1540,"[[235, 317, 235, 500, 375, 500, 375, 317]]",25620,0,2025,"[235, 317, 140, 183]",11,1541,0
1541,"[[269, 277, 269, 295, 357, 295, 357, 277]]",1584,0,2027,"[269, 277, 88, 18]",6,1542,0
1542,"[[377, 288, 377, 308, 405, 308, 405, 288]]",560,0,2027,"[377, 288, 28, 20]",6,1543,1
1543,"[[7, 121, 7, 288, 207, 288, 207, 121]]",33400,0,2034,"[7, 121, 200, 167]",8,1544,0
1544,"[[271, 68, 271, 199, 474, 199, 474, 68]]",26593,0,2034,"[271, 68, 203, 131]",12,1545,0
1545,"[[99, 88, 99, 367, 402, 367, 402, 88]]",84537,0,2037,"[99, 88, 303, 279]",3,1546,0
1546,"[[245, 86, 245, 175, 284, 175, 284, 86]]",3471,0,2039,"[245, 86, 39, 89]",4,1547,0
1547,"[[74, 181, 74, 360, 260, 360, 260, 181]]",33294,0,2042,"[74, 181, 186, 179]",13,1548,0
1548,"[[37, 11, 37, 497, 364, 497, 364, 11]]",158922,0,2043,"[37, 11, 327, 486]",13,1549,0
1549,"[[209, 224, 209, 285, 295, 285, 295, 224]]",5246,0,2047,"[209, 224, 86, 61]",18,1550,0
1550,"[[204, 5, 204, 163, 473, 163, 473, 5]]",42502,0,2049,"[204, 5, 269, 158]",16,1551,0
1551,"[[25, 79, 25, 290, 334, 290, 334, 79]]",65199,0,2049,"[25, 79, 309, 211]",16,1552,0
1552,"[[0, 1, 0, 500, 333, 500, 333, 1]]",166167,0,2051,"[0, 1, 333, 499]",15,1553,0
1553,"[[1, 14, 1, 500, 195, 500, 195, 14]]",94284,0,2051,"[1, 14, 194, 486]",3,1554,0
1554,"[[14, 247, 14, 368, 151, 368, 151, 247]]",16577,0,2055,"[14, 247, 137, 121]",12,1555,0
1555,"[[63, 145, 63, 375, 229, 375, 229, 145]]",38180,0,2055,"[63, 145, 166, 230]",15,1556,0
1556,"[[1, 219, 1, 374, 275, 374, 275, 219]]",42470,0,2055,"[1, 219, 274, 155]",18,1557,1
1557,"[[92, 138, 92, 402, 303, 402, 303, 138]]",55704,0,2056,"[92, 138, 211, 264]",6,1558,0
1558,"[[330, 259, 330, 381, 375, 381, 375, 259]]",5490,0,2056,"[330, 259, 45, 122]",7,1559,0
1559,"[[117, 1, 117, 120, 340, 120, 340, 1]]",26537,0,2061,"[117, 1, 223, 119]",18,1560,0
1560,"[[394, 1, 394, 121, 500, 121, 500, 1]]",12720,0,2061,"[394, 1, 106, 120]",18,1561,1
1561,"[[0, 166, 0, 374, 493, 374, 493, 166]]",102544,0,2061,"[0, 166, 493, 208]",11,1562,0
1562,"[[77, 45, 77, 221, 194, 221, 194, 45]]",20592,0,2061,"[77, 45, 117, 176]",15,1563,0
1563,"[[209, 95, 209, 298, 467, 298, 467, 95]]",52374,0,2061,"[209, 95, 258, 203]",15,1564,0
1564,"[[230, 112, 230, 196, 372, 196, 372, 112]]",11928,0,2068,"[230, 112, 142, 84]",19,1565,0
1565,"[[131, 178, 131, 341, 227, 341, 227, 178]]",15648,0,2069,"[131, 178, 96, 163]",2,1566,0
1566,"[[4, 155, 4, 265, 117, 265, 117, 155]]",12430,0,2069,"[4, 155, 113, 110]",2,1567,0
1567,"[[22, 180, 22, 328, 92, 328, 92, 180]]",10360,0,2069,"[22, 180, 70, 148]",2,1568,0
1568,"[[375, 201, 375, 372, 482, 372, 482, 201]]",18297,0,2069,"[375, 201, 107, 171]",2,1569,0
1569,"[[269, 173, 269, 311, 323, 311, 323, 173]]",7452,0,2069,"[269, 173, 54, 138]",2,1570,0
1570,"[[290, 196, 290, 337, 383, 337, 383, 196]]",13113,0,2069,"[290, 196, 93, 141]",2,1571,0
1571,"[[131, 43, 131, 337, 245, 337, 245, 43]]",33516,0,2069,"[131, 43, 114, 294]",15,1572,0
1572,"[[7, 89, 7, 315, 113, 315, 113, 89]]",23956,0,2069,"[7, 89, 106, 226]",15,1573,0
1573,"[[68, 72, 68, 213, 104, 213, 104, 72]]",5076,0,2069,"[68, 72, 36, 141]",15,1574,0
1574,"[[99, 67, 99, 258, 142, 258, 142, 67]]",8213,0,2069,"[99, 67, 43, 191]",15,1575,0
1575,"[[265, 77, 265, 305, 344, 305, 344, 77]]",18012,0,2069,"[265, 77, 79, 228]",15,1576,0
1576,"[[305, 91, 305, 332, 402, 332, 402, 91]]",23377,0,2069,"[305, 91, 97, 241]",15,1577,0
1577,"[[380, 83, 380, 361, 486, 361, 486, 83]]",29468,0,2069,"[380, 83, 106, 278]",15,1578,0
1578,"[[4, 20, 4, 380, 289, 380, 289, 20]]",102600,0,2095,"[4, 20, 285, 360]",8,1579,0
1579,"[[45, 44, 45, 500, 270, 500, 270, 44]]",102600,0,2096,"[45, 44, 225, 456]",15,1580,0
1580,"[[223, 15, 223, 330, 380, 330, 380, 15]]",49455,0,2104,"[223, 15, 157, 315]",15,1581,0
1581,"[[37, 81, 37, 302, 478, 302, 478, 81]]",97461,0,2104,"[37, 81, 441, 221]",14,1582,0
1582,"[[28, 114, 28, 260, 155, 260, 155, 114]]",18542,0,2108,"[28, 114, 127, 146]",15,1583,0
1583,"[[140, 113, 140, 243, 245, 243, 245, 113]]",13650,0,2108,"[140, 113, 105, 130]",15,1584,0
1584,"[[278, 128, 278, 222, 351, 222, 351, 128]]",6862,0,2108,"[278, 128, 73, 94]",15,1585,0
1585,"[[336, 130, 336, 216, 409, 216, 409, 130]]",6278,0,2108,"[336, 130, 73, 86]",15,1586,0
1586,"[[0, 199, 0, 375, 500, 375, 500, 199]]",88000,0,2108,"[0, 199, 500, 176]",11,1587,0
1587,"[[261, 261, 261, 305, 306, 305, 306, 261]]",1980,0,2108,"[261, 261, 45, 44]",16,1588,0
1588,"[[318, 260, 318, 307, 357, 307, 357, 260]]",1833,0,2108,"[318, 260, 39, 47]",16,1589,0
1589,"[[342, 247, 342, 291, 377, 291, 377, 247]]",1540,0,2108,"[342, 247, 35, 44]",16,1590,0
1590,"[[176, 205, 176, 373, 425, 373, 425, 205]]",41832,0,2116,"[176, 205, 249, 168]",12,1591,0
1591,"[[234, 125, 234, 263, 424, 263, 424, 125]]",26220,0,2116,"[234, 125, 190, 138]",18,1592,0
1592,"[[32, 102, 32, 238, 231, 238, 231, 102]]",27064,0,2116,"[32, 102, 199, 136]",18,1593,0
1593,"[[176, 40, 176, 72, 258, 72, 258, 40]]",2624,0,2116,"[176, 40, 82, 32]",7,1594,0
1594,"[[35, 0, 35, 221, 131, 221, 131, 0]]",21216,0,2116,"[35, 0, 96, 221]",16,1595,0
1595,"[[457, 31, 457, 59, 468, 59, 468, 31]]",308,0,2116,"[457, 31, 11, 28]",15,1596,1
1596,"[[128, 2, 128, 95, 269, 95, 269, 2]]",13113,0,2117,"[128, 2, 141, 93]",20,1597,0
1597,"[[78, 280, 78, 451, 202, 451, 202, 280]]",21204,0,2117,"[78, 280, 124, 171]",12,1598,0
1598,"[[68, 82, 68, 321, 224, 321, 224, 82]]",37284,0,2117,"[68, 82, 156, 239]",15,1599,0
1599,"[[105, 127, 105, 297, 250, 297, 250, 127]]",24650,0,2117,"[105, 127, 145, 170]",12,1600,0
1600,"[[279, 74, 279, 408, 375, 408, 375, 74]]",32064,0,2117,"[279, 74, 96, 334]",15,1601,0
1601,"[[0, 227, 0, 439, 114, 439, 114, 227]]",24168,0,2117,"[0, 227, 114, 212]",15,1602,1
1602,"[[227, 34, 227, 90, 347, 90, 347, 34]]",6720,0,2120,"[227, 34, 120, 56]",3,1603,0
1603,"[[63, 23, 63, 334, 496, 334, 496, 23]]",134663,0,2120,"[63, 23, 433, 311]",15,1604,0
1604,"[[219, 1, 219, 375, 500, 375, 500, 1]]",105094,0,2126,"[219, 1, 281, 374]",10,1605,0
1605,"[[0, 1, 0, 375, 240, 375, 240, 1]]",89760,0,2126,"[0, 1, 240, 374]",10,1606,1
1606,"[[183, 154, 183, 249, 306, 249, 306, 154]]",11685,0,2132,"[183, 154, 123, 95]",20,1607,0
1607,"[[0, 60, 0, 342, 484, 342, 484, 60]]",136488,0,2134,"[0, 60, 484, 282]",7,1608,0
1608,"[[193, 0, 193, 338, 400, 338, 400, 0]]",69966,0,2139,"[193, 0, 207, 338]",5,1609,0
1609,"[[28, 0, 28, 327, 305, 327, 305, 0]]",90579,0,2151,"[28, 0, 277, 327]",8,1610,0
1610,"[[82, 165, 82, 291, 375, 291, 375, 165]]",36918,0,2153,"[82, 165, 293, 126]",7,1611,0
1611,"[[37, 18, 37, 303, 499, 303, 499, 18]]",131670,0,2155,"[37, 18, 462, 285]",14,1612,0
1612,"[[113, 212, 113, 370, 223, 370, 223, 212]]",17380,0,2156,"[113, 212, 110, 158]",9,1613,0
1613,"[[225, 205, 225, 349, 323, 349, 323, 205]]",14112,0,2156,"[225, 205, 98, 144]",9,1614,0
1614,"[[393, 192, 393, 278, 465, 278, 465, 192]]",6192,0,2156,"[393, 192, 72, 86]",9,1615,0
1615,"[[14, 199, 14, 355, 118, 355, 118, 199]]",16224,0,2156,"[14, 199, 104, 156]",9,1616,0
1616,"[[467, 190, 467, 238, 500, 238, 500, 190]]",1584,0,2156,"[467, 190, 33, 48]",9,1617,0
1617,"[[32, 166, 32, 305, 300, 305, 300, 166]]",37252,0,2156,"[32, 166, 268, 139]",11,1618,0
1618,"[[333, 99, 333, 285, 399, 285, 399, 99]]",12276,0,2156,"[333, 99, 66, 186]",15,1619,0
1619,"[[28, 142, 28, 246, 293, 246, 293, 142]]",27560,0,2158,"[28, 142, 265, 104]",3,1620,0
1620,"[[13, 73, 13, 317, 481, 317, 481, 73]]",114192,0,2166,"[13, 73, 468, 244]",19,1621,0
1621,"[[147, 260, 147, 344, 379, 344, 379, 260]]",19488,0,2170,"[147, 260, 232, 84]",7,1622,0
1622,"[[377, 245, 377, 316, 500, 316, 500, 245]]",8733,0,2170,"[377, 245, 123, 71]",7,1623,0
1623,"[[262, 239, 262, 262, 281, 262, 281, 239]]",437,0,2170,"[262, 239, 19, 23]",15,1624,1
1624,"[[53, 235, 53, 322, 82, 322, 82, 235]]",2523,0,2170,"[53, 235, 29, 87]",15,1625,0
1625,"[[262, 272, 262, 347, 320, 347, 320, 272]]",4350,0,2172,"[262, 272, 58, 75]",14,1626,0
1626,"[[269, 243, 269, 320, 313, 320, 313, 243]]",3388,0,2172,"[269, 243, 44, 77]",15,1627,0
1627,"[[125, 261, 125, 354, 176, 354, 176, 261]]",4743,0,2172,"[125, 261, 51, 93]",15,1628,0
1628,"[[78, 91, 78, 404, 500, 404, 500, 91]]",132086,0,2176,"[78, 91, 422, 313]",18,1629,0
1629,"[[95, 28, 95, 389, 465, 389, 465, 28]]",133570,0,2176,"[95, 28, 370, 361]",15,1630,0
1630,"[[19, 1, 19, 122, 366, 122, 366, 1]]",41987,0,2176,"[19, 1, 347, 121]",16,1631,1
1631,"[[336, 0, 336, 124, 500, 124, 500, 0]]",20336,0,2176,"[336, 0, 164, 124]",16,1632,1
1632,"[[99, 135, 99, 320, 460, 320, 460, 135]]",66785,0,2178,"[99, 135, 361, 185]",7,1633,0
1633,"[[5, 7, 5, 373, 487, 373, 487, 7]]",176412,0,2179,"[5, 7, 482, 366]",16,1634,0
1634,"[[97, 88, 97, 375, 476, 375, 476, 88]]",108773,0,2180,"[97, 88, 379, 287]",19,1635,0
1635,"[[7, 205, 7, 266, 100, 266, 100, 205]]",5673,0,2180,"[7, 205, 93, 61]",7,1636,0
1636,"[[0, 204, 0, 276, 47, 276, 47, 204]]",3384,0,2180,"[0, 204, 47, 72]",7,1637,0
1637,"[[494, 176, 494, 194, 500, 194, 500, 176]]",108,0,2180,"[494, 176, 6, 18]",15,1638,1
1638,"[[14, 120, 14, 252, 438, 252, 438, 120]]",55968,0,2182,"[14, 120, 424, 132]",7,1639,0
1639,"[[232, 157, 232, 255, 297, 255, 297, 157]]",6370,0,2186,"[232, 157, 65, 98]",15,1640,0
1640,"[[151, 0, 151, 141, 194, 141, 194, 0]]",6063,0,2186,"[151, 0, 43, 141]",15,1641,1
1641,"[[299, 34, 299, 117, 351, 117, 351, 34]]",4316,0,2186,"[299, 34, 52, 83]",9,1642,0
1642,"[[203, 36, 203, 140, 263, 140, 263, 36]]",6240,0,2186,"[203, 36, 60, 104]",9,1643,0
1643,"[[183, 45, 183, 128, 284, 128, 284, 45]]",8383,0,2186,"[183, 45, 101, 83]",11,1644,1
1644,"[[239, 79, 239, 233, 323, 233, 323, 79]]",12936,0,2187,"[239, 79, 84, 154]",15,1645,0
1645,"[[180, 143, 180, 292, 414, 292, 414, 143]]",34866,0,2187,"[180, 143, 234, 149]",13,1646,0
1646,"[[0, 3, 0, 374, 500, 374, 500, 3]]",185500,0,2191,"[0, 3, 500, 371]",14,1647,0
1647,"[[18, 74, 18, 372, 102, 372, 102, 74]]",25032,0,2192,"[18, 74, 84, 298]",16,1648,0
1648,"[[190, 45, 190, 333, 365, 333, 365, 45]]",50400,0,2192,"[190, 45, 175, 288]",16,1649,0
1649,"[[280, 148, 280, 371, 496, 371, 496, 148]]",48168,0,2192,"[280, 148, 216, 223]",16,1650,1
1650,"[[35, 179, 35, 370, 246, 370, 246, 179]]",40301,0,2192,"[35, 179, 211, 191]",16,1651,1
1651,"[[278, 110, 278, 323, 353, 323, 353, 110]]",15975,0,2193,"[278, 110, 75, 213]",15,1652,0
1652,"[[244, 98, 244, 308, 284, 308, 284, 98]]",8400,0,2193,"[244, 98, 40, 210]",15,1653,0
1653,"[[204, 102, 204, 306, 245, 306, 245, 102]]",8364,0,2193,"[204, 102, 41, 204]",15,1654,0
1654,"[[158, 98, 158, 303, 213, 303, 213, 98]]",11275,0,2193,"[158, 98, 55, 205]",15,1655,0
1655,"[[119, 99, 119, 313, 169, 313, 169, 99]]",10700,0,2193,"[119, 99, 50, 214]",15,1656,0
1656,"[[293, 187, 293, 300, 391, 300, 391, 187]]",11074,0,2194,"[293, 187, 98, 113]",9,1657,0
1657,"[[80, 106, 80, 278, 155, 278, 155, 106]]",12900,0,2194,"[80, 106, 75, 172]",15,1658,0
1658,"[[126, 116, 126, 283, 177, 283, 177, 116]]",8517,0,2194,"[126, 116, 51, 167]",15,1659,0
1659,"[[294, 125, 294, 305, 464, 305, 464, 125]]",30600,0,2194,"[294, 125, 170, 180]",15,1660,0
1660,"[[376, 143, 376, 268, 464, 268, 464, 143]]",11000,0,2194,"[376, 143, 88, 125]",15,1661,0
1661,"[[3, 1, 3, 500, 375, 500, 375, 1]]",185628,0,2196,"[3, 1, 372, 499]",8,1662,0
1662,"[[0, 115, 0, 336, 330, 336, 330, 115]]",72930,0,2197,"[0, 115, 330, 221]",7,1663,0
1663,"[[334, 130, 334, 209, 500, 209, 500, 130]]",13114,0,2197,"[334, 130, 166, 79]",7,1664,0
1664,"[[68, 162, 68, 372, 477, 372, 477, 162]]",85890,0,2199,"[68, 162, 409, 210]",12,1665,0
1665,"[[134, 91, 134, 361, 500, 361, 500, 91]]",98820,0,2208,"[134, 91, 366, 270]",4,1666,0
1666,"[[0, 83, 0, 242, 347, 242, 347, 83]]",55173,0,2208,"[0, 83, 347, 159]",4,1667,0
1667,"[[41, 71, 41, 247, 459, 247, 459, 71]]",73568,0,2212,"[41, 71, 418, 176]",3,1668,0
1668,"[[352, 43, 352, 227, 497, 227, 497, 43]]",26680,0,2215,"[352, 43, 145, 184]",8,1669,0
1669,"[[250, 42, 250, 219, 370, 219, 370, 42]]",21240,0,2215,"[250, 42, 120, 177]",8,1670,0
1670,"[[133, 7, 133, 206, 267, 206, 267, 7]]",26666,0,2215,"[133, 7, 134, 199]",8,1671,0
1671,"[[27, 10, 27, 152, 125, 152, 125, 10]]",13916,0,2215,"[27, 10, 98, 142]",8,1672,0
1672,"[[12, 54, 12, 258, 174, 258, 174, 54]]",33048,0,2215,"[12, 54, 162, 204]",8,1673,0
1673,"[[219, 64, 219, 177, 314, 177, 314, 64]]",10735,0,2219,"[219, 64, 95, 113]",15,1674,0
1674,"[[147, 57, 147, 453, 375, 453, 375, 57]]",90288,0,2221,"[147, 57, 228, 396]",15,1675,0
1675,"[[211, 18, 211, 100, 366, 100, 366, 18]]",12710,0,2221,"[211, 18, 155, 82]",9,1676,1
1676,"[[0, 18, 0, 281, 138, 281, 138, 18]]",36294,0,2221,"[0, 18, 138, 263]",9,1677,0
1677,"[[0, 73, 0, 316, 49, 316, 49, 73]]",11907,0,2221,"[0, 73, 49, 243]",15,1678,1
1678,"[[117, 21, 117, 229, 375, 229, 375, 21]]",53664,0,2221,"[117, 21, 258, 208]",11,1679,1
1679,"[[178, 1, 178, 51, 195, 51, 195, 1]]",850,0,2221,"[178, 1, 17, 50]",5,1680,0
1680,"[[281, 188, 281, 264, 376, 264, 376, 188]]",7220,0,2224,"[281, 188, 95, 76]",15,1681,0
1681,"[[102, 127, 102, 323, 338, 323, 338, 127]]",46256,0,2224,"[102, 127, 236, 196]",15,1682,0
1682,"[[0, 38, 0, 374, 268, 374, 268, 38]]",90048,0,2224,"[0, 38, 268, 336]",15,1683,0
1683,"[[109, 149, 109, 250, 415, 250, 415, 149]]",30906,0,2234,"[109, 149, 306, 101]",4,1684,0
1684,"[[0, 82, 0, 166, 136, 166, 136, 82]]",11424,0,2234,"[0, 82, 136, 84]",4,1685,0
